aX,aY,aZ,gX,gY,gZ
-0.532,0.493,0.291,-128.235,87.219,87.036
-0.582,0.586,0.267,-120.239,94.666,84.595
-0.687,0.646,0.275,-106.018,96.924,90.820
-0.821,0.614,0.336,-89.172,93.201,103.333
-0.949,0.538,0.436,-72.388,84.900,116.272
-1.059,0.471,0.524,-61.523,75.073,123.779
-1.121,0.404,0.569,-60.730,67.444,124.329
-1.099,0.372,0.566,-70.374,64.087,119.568
-1.052,0.364,0.509,-86.182,65.247,111.206
-0.976,0.353,0.421,-103.149,70.190,101.257
-0.970,0.345,0.329,-118.469,75.012,93.628
-1.048,0.298,0.260,-123.779,78.308,92.712
-1.137,0.226,0.226,-113.586,79.834,95.520
-1.229,0.176,0.258,-91.614,78.491,96.130
-1.316,0.146,0.322,-64.758,72.754,93.445
-1.325,0.143,0.408,-41.809,64.819,85.876
-1.262,0.189,0.472,-30.029,57.495,74.463
-1.150,0.250,0.488,-29.907,53.284,62.195
-1.024,0.306,0.479,-36.865,53.894,52.490
0.019,0.951,1.956,130.066,82.092,-88.135
0.007,1.085,2.031,116.089,74.524,-79.590
-0.026,1.158,2.046,99.426,64.209,-68.909
-0.115,1.169,1.995,80.139,52.734,-57.373
-0.213,1.128,1.911,61.218,43.884,-48.035
-0.261,1.100,1.838,45.654,38.757,-43.152
-0.293,1.085,1.777,34.607,35.767,-40.894
-0.301,1.066,1.709,25.146,34.912,-38.818
-0.303,1.048,1.665,16.541,35.767,-35.461
-0.328,1.042,1.636,10.986,35.217,-31.067
-0.341,1.031,1.604,6.836,32.288,-25.818
-0.362,1.009,1.553,1.831,26.306,-19.775
-0.393,0.979,1.499,-3.906,18.921,-12.939
-0.428,0.938,1.430,-10.925,11.108,-6.897
-0.453,0.886,1.347,-19.409,5.127,-1.953
-0.475,0.834,1.265,-27.771,0.854,3.113
-0.512,0.773,1.186,-34.180,-2.258,8.362
-0.572,0.699,1.121,-37.598,-3.784,13.184
-0.616,0.619,1.075,-38.818,-4.822,16.663
-0.642,0.547,1.051,-37.842,-6.348,19.287
-0.653,0.495,1.042,-35.095,-8.606,21.423
-0.652,0.458,1.045,-31.250,-10.620,23.682
-0.651,0.431,1.072,-27.527,-13.550,26.733
-0.675,0.400,1.124,-25.879,-17.517,31.555
-0.721,0.351,1.149,-27.710,-21.912,36.926
-0.772,0.297,1.147,-31.433,-26.306,41.260
-0.857,0.236,1.150,-34.058,-29.968,44.250
-0.982,0.153,1.167,-34.241,-31.982,46.753
-1.141,0.067,1.194,-32.776,-32.349,48.218
-1.328,-0.018,1.243,-29.175,-30.090,46.997
-1.514,-0.110,1.329,-24.658,-24.841,42.175
-1.696,-0.178,1.415,-22.949,-18.494,33.264
-1.882,-0.209,1.478,-27.527,-13.000,20.447
-2.061,-0.250,1.510,-34.790,-8.301,5.981
-2.126,-0.331,1.575,-42.175,-4.333,-8.423
-2.110,-0.318,1.592,-48.767,-10.864,-27.710
-2.071,-0.286,1.608,-50.354,-29.480,-48.523
-2.070,-0.283,1.656,-44.373,-50.415,-65.186
-2.148,-0.293,1.705,-37.292,-69.641,-77.698
-2.269,-0.334,1.761,-31.982,-86.304,-89.172
-2.279,-0.392,1.819,-28.320,-103.149,-104.797
-2.092,-0.368,1.790,-28.625,-126.038,-127.502
-1.747,-0.279,1.595,-36.804,-157.043,-153.870
-1.271,-0.147,1.321,-51.514,-187.378,-178.589
-0.943,0.009,0.941,-65.491,-213.135,-192.993
-0.778,0.078,0.559,-75.134,-230.103,-193.481
-0.727,0.033,0.257,-74.707,-234.924,-187.378
-0.669,-0.094,0.039,-62.927,-226.746,-184.570
-0.576,-0.233,-0.074,-44.983,-210.205,-192.078
-0.394,-0.326,-0.103,-23.987,-190.247,-210.205
-0.026,-0.349,-0.054,-1.953,-172.913,-231.567
0.476,-0.297,0.043,17.151,-164.429,-245.117
0.970,-0.206,0.093,29.053,-162.842,-244.690
1.394,-0.117,0.088,33.081,-157.959,-232.910
1.781,0.022,0.106,32.898,-131.104,-216.370
2.143,0.201,0.175,31.250,-72.083,-195.862
2.304,0.554,0.170,30.273,3.357,-176.147
2.410,0.723,0.274,36.011,62.073,-169.128
2.398,0.809,0.376,39.978,101.929,-158.569
2.381,0.861,0.501,41.565,112.549,-139.832
2.299,0.957,0.561,37.537,103.027,-107.788
2.135,1.008,0.615,32.593,83.618,-68.542
1.888,0.976,0.687,30.762,53.772,-34.241
1.614,0.940,0.673,29.114,26.306,-3.357
1.336,0.856,0.630,28.198,9.033,23.437
1.038,0.731,0.584,29.419,-3.662,43.579
0.764,0.610,0.530,31.311,-13.611,57.312
0.511,0.512,0.474,32.349,-20.142,67.383
0.280,0.417,0.436,33.508,-22.522,74.707
0.067,0.333,0.428,36.438,-20.996,78.613
-0.099,0.252,0.456,40.222,-16.785,78.369
-0.179,0.176,0.552,44.739,-10.437,73.425
-0.199,0.150,0.679,47.668,-2.930,65.063
-0.185,0.133,0.865,47.791,4.211,55.420
-0.125,0.159,1.025,42.603,10.315,47.729
-0.045,0.210,1.178,31.311,13.977,42.236
0.019,0.279,1.295,14.648,14.526,38.696
0.017,0.355,1.346,-4.700,14.160,37.842
0.026,0.425,1.299,-25.452,13.916,38.635
0.056,0.472,1.189,-45.654,13.672,39.795
0.113,0.488,1.053,-61.646,13.245,40.100
0.170,0.525,0.920,-70.679,13.123,39.856
0.175,0.581,0.820,-72.021,14.099,40.771
0.141,0.620,0.769,-68.115,18.433,44.556
0.037,0.715,0.761,-62.012,23.499,50.842
-0.053,0.791,0.776,-54.443,27.832,56.274
-0.042,0.830,0.830,-46.448,30.273,59.448
-0.074,0.874,0.926,-39.429,27.527,62.378
-0.121,0.909,0.975,-38.452,24.841,66.528
-0.117,0.917,0.971,-48.279,23.987,70.862
-0.154,0.892,0.920,-67.688,23.804,76.233
-0.224,0.833,0.781,-94.238,27.649,82.031
-0.291,0.821,0.586,-121.948,36.438,86.609
-0.416,0.869,0.459,-137.878,48.950,88.379
-0.539,0.873,0.410,-136.719,63.538,91.003
-0.608,0.842,0.422,-126.404,71.777,97.961
-0.695,0.826,0.465,-115.356,67.017,106.750
-0.743,0.798,0.518,-106.812,55.420,112.244
-0.707,0.767,0.510,-103.577,43.335,113.342
-0.673,0.759,0.453,-105.164,33.447,111.328
-0.648,0.755,0.308,-110.657,28.198,108.032
-0.573,0.744,0.157,-119.202,25.452,104.309
-0.558,0.790,0.024,-126.831,26.123,103.149
-0.680,0.766,-0.069,-126.160,36.377,108.582
-0.799,0.661,-0.064,-113.220,55.481,120.117
-0.975,0.608,0.057,-93.567,74.280,132.263
-1.092,0.576,0.241,-74.158,89.417,138.733
-1.126,0.547,0.383,-66.467,97.473,138.184
-1.080,0.549,0.433,-73.120,98.877,135.254
-0.984,0.545,0.380,-87.830,95.642,131.104
-0.886,0.501,0.292,-102.478,90.942,127.747
-0.826,0.455,0.178,-113.159,86.426,125.549
-0.920,0.383,0.077,-115.601,82.092,125.427
-1.160,0.236,0.082,-101.013,79.651,132.202
-1.401,0.041,0.215,-69.397,83.252,142.639
-1.640,-0.054,0.411,-33.447,86.304,144.287
-1.755,-0.081,0.636,-2.808,90.515,133.118
-1.752,-0.059,0.880,13.062,92.224,113.892
-1.693,0.032,1.010,8.484,87.524,93.079
-1.434,0.136,0.949,-35.095,60.120,59.692
-1.284,0.164,0.786,-55.054,41.199,47.485
-1.128,0.200,0.608,-64.575,21.484,38.635
-0.988,0.224,0.465,-63.782,1.343,34.546
-0.934,0.232,0.366,-50.659,-15.381,35.889
-0.927,0.242,0.330,-29.846,-25.269,39.429
-0.934,0.271,0.352,-8.301,-28.687,41.443
-0.925,0.292,0.411,7.996,-26.855,40.894
-0.900,0.299,0.501,16.357,-20.874,38.513
-0.880,0.298,0.572,14.465,-11.841,35.950
-0.847,0.292,0.609,4.700,-1.465,32.227
-0.823,0.282,0.605,-7.812,8.240,28.076
-0.810,0.262,0.562,-19.775,14.038,24.963
-0.793,0.237,0.512,-27.161,15.808,23.132
-0.804,0.223,0.481,-26.306,14.099,22.644
-0.810,0.228,0.475,-19.104,10.193,21.912
-0.806,0.235,0.480,-10.010,5.249,20.813
-0.801,0.236,0.499,-1.892,0.122,19.592
-0.801,0.249,0.524,3.845,-2.869,18.066
-0.803,0.260,0.541,5.310,-3.601,15.686
-0.805,0.273,0.532,3.052,-3.784,13.123
-0.795,0.281,0.504,-1.465,-4.089,10.559
-0.787,0.292,0.491,-4.822,-5.005,8.484
-0.780,0.304,0.463,-6.897,-6.042,7.019
-0.771,0.322,0.424,-8.362,-6.958,5.859
-0.750,0.335,0.387,-8.606,-7.080,4.578
-0.749,0.351,0.369,-6.226,-5.920,4.089
-0.747,0.370,0.361,-2.991,-3.723,3.662
-0.747,0.377,0.360,-0.305,-0.549,2.747
-0.760,0.384,0.370,1.709,3.845,1.709
-0.775,0.409,0.393,3.723,8.240,0.305
-0.778,0.425,0.406,5.066,10.071,-1.465
-0.787,0.439,0.405,6.104,9.583,-2.808
-0.790,0.451,0.403,7.019,8.789,-3.052
-0.786,0.462,0.413,7.874,8.240,-3.235
-0.791,0.475,0.429,8.423,7.263,-3.357
-0.785,0.493,0.437,8.301,5.920,-3.906
-0.772,0.511,0.432,6.897,5.676,-4.272
-0.761,0.516,0.421,5.127,6.470,-3.967
-0.756,0.517,0.417,3.418,8.484,-3.052
-0.772,0.521,0.432,3.113,11.963,-2.441
-0.782,0.527,0.459,4.089,15.259,-3.113
-0.778,0.539,0.486,4.517,16.357,-4.089
-0.766,0.553,0.502,3.723,15.320,-4.517
-0.755,0.562,0.508,2.014,13.306,-3.967
-0.755,0.565,0.505,0.061,11.292,-3.052
-0.750,0.562,0.501,-1.831,8.484,-1.526
-0.744,0.562,0.493,-2.808,3.662,-0.061
-0.742,0.565,0.475,-3.052,-1.282,1.282
-0.751,0.564,0.454,-2.991,-4.211,3.052
-0.762,0.560,0.437,-3.174,-4.700,4.822
-0.779,0.553,0.430,-3.174,-3.174,5.798
-0.793,0.541,0.422,-4.089,0.427,5.981
-0.804,0.529,0.410,-5.493,4.700,5.798
-0.809,0.522,0.398,-6.104,7.996,5.249
-0.816,0.513,0.391,-5.676,9.644,5.005
-0.823,0.507,0.384,-3.967,8.728,5.127
-0.825,0.508,0.384,-1.343,5.676,5.310
-0.829,0.513,0.396,1.831,1.709,5.737
-0.828,0.514,0.408,3.967,-1.953,6.409
-0.831,0.503,0.413,4.456,-4.517,7.141
-0.837,0.494,0.415,3.845,-5.554,7.629
-0.840,0.489,0.416,3.174,-4.883,7.446
-0.837,0.480,0.410,2.136,-3.418,6.653
-0.834,0.465,0.398,0.610,-1.770,5.798
-0.828,0.449,0.387,-0.122,-0.671,5.249
-0.820,0.428,0.376,0.244,-0.610,4.944
-0.815,0.407,0.367,1.282,-1.404,4.089
-0.804,0.391,0.356,2.869,-2.625,2.747
-0.792,0.373,0.348,4.517,-4.028,1.831
-0.775,0.353,0.350,5.981,-5.615,1.160
-0.760,0.322,0.355,6.775,-7.019,0.916
-0.733,0.276,0.347,6.653,-8.362,0.549
-0.714,0.241,0.328,6.592,-9.216,0.244
-0.701,0.221,0.306,8.057,-9.277,-0.122
-0.692,0.206,0.284,10.986,-8.850,-0.549
-0.686,0.188,0.265,13.977,-8.057,-0.732
-0.688,0.155,0.248,17.029,-6.592,-0.427
-0.697,0.105,0.240,20.386,-4.578,-0.488
-0.700,0.045,0.239,23.315,-1.770,-1.953
-0.708,-0.009,0.232,25.757,1.526,-3.906
-0.702,-0.061,0.219,28.381,3.967,-5.981
-0.673,-0.126,0.202,31.616,4.944,-8.301
-0.655,-0.179,0.172,35.400,4.333,-9.888
-0.637,-0.215,0.135,40.833,2.930,-11.108
-0.628,-0.235,0.100,48.096,1.465,-12.817
-0.626,-0.252,0.064,55.786,0.549,-14.709
-0.628,-0.274,0.033,63.477,1.831,-16.479
-0.627,-0.306,-0.001,71.289,4.883,-19.348
-0.635,-0.340,-0.031,79.773,10.620,-23.987
-0.630,-0.374,-0.072,88.135,18.005,-29.846
-0.605,-0.395,-0.106,96.069,26.672,-36.316
-0.582,-0.412,-0.113,104.431,35.095,-43.213
-0.560,-0.434,-0.123,113.464,42.969,-49.255
-0.539,-0.453,-0.111,123.596,50.110,-55.054
-0.505,-0.477,-0.089,134.888,54.810,-60.669
-0.467,-0.501,-0.051,146.484,58.777,-65.857
-0.443,-0.493,0.005,156.555,60.791,-69.824
-0.465,-0.504,0.097,167.542,63.293,-72.083
-0.495,-0.510,0.225,180.298,67.749,-73.975
-0.481,-0.408,0.397,192.566,74.951,-78.491
-0.486,-0.231,0.651,203.857,84.595,-85.266
-0.489,-0.049,0.925,207.642,96.069,-92.163
-0.450,0.131,1.183,202.515,109.253,-99.426
-0.344,0.281,1.436,192.932,119.873,-106.323
-0.217,0.420,1.747,184.082,124.207,-109.192
-0.131,0.604,2.031,174.316,122.009,-108.521
-0.050,0.744,2.293,163.574,112.732,-106.934
0.019,0.893,2.522,152.283,98.389,-102.661
0.040,1.053,2.684,139.832,82.336,-93.811
0.011,1.194,2.720,122.925,65.918,-82.642
-0.038,1.297,2.652,100.220,47.668,-70.984
-0.104,1.359,2.483,72.449,29.114,-61.646
-0.166,1.380,2.271,44.861,16.541,-53.467
-0.242,1.368,2.084,23.254,10.986,-46.021
-0.314,1.339,1.942,7.385,9.949,-38.940
-0.387,1.308,1.800,-7.141,10.925,-32.410
-0.429,1.236,1.677,-20.325,12.390,-25.757
-0.473,1.185,1.554,-32.227,11.597,-18.494
-0.518,1.061,1.358,-47.852,2.441,-2.319
-0.538,0.988,1.290,-52.917,-3.174,7.019
-0.578,0.899,1.244,-56.152,-6.958,17.334
-0.635,0.787,1.219,-58.105,-9.521,26.245
-0.699,0.697,1.212,-58.411,-10.925,32.227
-0.771,0.628,1.220,-57.495,-11.841,35.706
-0.848,0.570,1.244,-57.800,-12.634,38.086
-0.931,0.495,1.267,-60.669,-13.672,40.283
-1.018,0.416,1.280,-66.040,-14.648,41.260
-1.137,0.328,1.296,-71.777,-13.855,40.771
-1.281,0.233,1.328,-76.904,-10.193,38.330
-1.409,0.150,1.366,-82.397,-5.127,32.349
-1.484,0.094,1.403,-89.722,-0.366,21.973
-1.549,0.094,1.424,-97.473,2.563,10.132
-1.611,0.097,1.440,-102.051,3.235,-0.427
-1.683,0.091,1.451,-101.685,0.732,-7.507
-1.788,0.071,1.491,-97.168,-4.333,-11.658
-1.942,-0.030,1.547,-89.783,-10.376,-14.343
-2.104,-0.178,1.587,-84.534,-17.456,-21.057
-2.223,-0.297,1.566,-87.097,-24.963,-37.170
-2.244,-0.361,1.483,-97.839,-29.114,-62.866
-2.076,-0.382,1.389,-110.779,-31.860,-91.980
-1.912,-0.258,1.186,-123.657,-54.565,-119.202
-1.695,-0.238,1.001,-125.488,-85.205,-134.827
-1.524,-0.168,0.761,-115.723,-127.991,-139.893
-1.424,-0.092,0.495,-93.262,-179.993,-136.414
-1.458,-0.107,0.281,-56.213,-231.812,-126.892
-1.599,-0.240,0.132,-11.047,-274.353,-116.943
-1.788,-0.396,0.007,34.119,-303.528,-116.943
-1.948,-0.591,-0.087,76.111,-312.500,-132.568
-1.911,-0.767,-0.172,109.985,-300.415,-166.138
-1.628,-0.865,-0.292,125.916,-268.372,-211.121
-1.222,-0.934,-0.434,123.291,-217.468,-258.484
-0.613,-0.979,-0.537,107.178,-147.583,-302.856
0.076,-0.950,-0.653,90.393,-69.763,-341.187
0.968,-0.826,-0.719,88.318,5.005,-363.403
2.271,-0.587,-0.517,107.056,72.632,-359.802
3.575,-0.189,-0.054,149.841,139.404,-332.275
4.000,0.270,0.603,201.538,216.980,-291.870
4.000,0.882,0.883,215.210,302.612,-229.126
4.000,1.062,1.147,175.537,346.008,-174.255
4.000,1.002,1.194,94.055,332.092,-127.869
3.812,0.971,1.107,9.033,284.424,-64.575
3.268,0.896,0.912,-48.462,220.337,-15.564
2.869,0.835,0.657,-73.303,148.071,18.860
2.448,0.845,0.371,-64.148,76.599,54.321
1.960,0.744,0.141,-27.100,5.798,88.745
1.427,0.564,0.035,19.714,-60.059,115.173
0.924,0.382,0.068,61.096,-107.605,129.700
0.527,0.272,0.218,83.923,-126.953,134.338
0.288,0.203,0.427,87.219,-120.850,131.226
0.189,0.149,0.627,77.271,-101.379,122.864
0.141,0.144,0.802,61.462,-81.726,112.854
0.177,0.143,0.936,43.884,-66.528,102.905
0.269,0.191,1.074,26.550,-59.143,94.299
0.328,0.264,1.211,10.986,-61.951,89.539
0.317,0.307,1.217,-3.723,-71.899,90.149
0.339,0.306,1.123,-19.836,-82.764,92.773
0.337,0.327,0.971,-38.208,-89.722,95.093
0.335,0.385,0.814,-55.786,-88.562,95.825
0.340,0.477,0.687,-68.970,-77.637,96.375
0.303,0.552,0.617,-76.294,-58.960,99.670
0.239,0.598,0.598,-80.444,-36.804,107.056
0.180,0.635,0.646,-84.351,-18.005,116.699
0.068,0.645,0.732,-86.609,-8.850,127.563
-0.046,0.623,0.817,-89.233,-10.315,138.489
-0.143,0.617,0.852,-92.102,-18.311,146.545
-0.268,0.633,0.818,-97.778,-28.259,150.879
-0.359,0.641,0.739,-106.079,-34.668,151.917
-0.373,0.655,0.643,-114.197,-35.645,151.001
-0.379,0.687,0.565,-119.629,-31.677,149.292
-0.408,0.713,0.506,-123.840,-23.560,149.292
-0.480,0.729,0.466,-126.160,-12.146,151.672
-0.598,0.704,0.458,-126.892,-0.305,155.823
-0.728,0.628,0.469,-127.625,8.057,160.767
-0.865,0.537,0.491,-128.845,10.437,163.147
-0.994,0.479,0.493,-131.287,9.888,158.813
-1.050,0.472,0.460,-136.658,9.644,148.682
-1.038,0.494,0.385,-143.555,10.010,136.719
-1.031,0.533,0.272,-149.597,11.169,127.502
-1.050,0.542,0.176,-150.574,12.451,125.061
-1.103,0.509,0.122,-143.494,15.930,128.906
-1.176,0.462,0.115,-130.920,21.729,134.888
-1.209,0.416,0.159,-117.981,30.334,138.184
-1.208,0.409,0.236,-108.643,38.818,137.756
-1.189,0.399,0.298,-106.567,44.983,133.057
-1.108,0.400,0.297,-113.281,49.133,124.756
-1.056,0.405,0.256,-124.329,51.147,118.469
-1.064,0.349,0.230,-129.822,51.575,118.286
-1.187,0.247,0.250,-125.916,51.025,124.878
-1.341,0.107,0.298,-114.136,49.500,134.155
-1.437,-0.040,0.374,-98.816,45.410,138.794
-1.492,-0.140,0.463,-82.825,37.476,134.644
-1.480,-0.185,0.517,-69.275,29.419,123.169
-1.436,-0.200,0.519,-61.462,23.071,108.337
-1.348,-0.201,0.494,-58.716,17.639,92.529
-1.239,-0.162,0.429,-58.716,13.306,78.064
-1.143,-0.114,0.351,-58.594,11.169,67.627
-1.078,-0.076,0.283,-55.237,11.414,62.012
-1.054,-0.051,0.243,-47.607,13.184,59.021
-1.063,-0.037,0.259,-35.645,15.381,58.044
-1.097,-0.043,0.316,-21.179,17.273,57.983
-1.111,-0.051,0.386,-10.376,19.104,55.237
-1.121,-0.051,0.448,-6.592,20.081,49.500
-1.103,-0.038,0.492,-8.423,21.729,41.809
-1.075,-0.019,0.509,-14.160,23.743,33.813
-1.073,0.002,0.491,-21.973,24.902,27.344
-1.067,0.010,0.448,-27.161,23.071,22.400
-1.062,0.026,0.392,-26.855,17.761,18.433
-1.052,0.055,0.355,-19.897,10.681,14.893
-1.036,0.100,0.334,-10.193,3.174,11.597
-1.021,0.139,0.315,-1.831,-2.319,8.911
-1.010,0.162,0.300,5.249,-4.883,6.287
-1.004,0.179,0.285,10.925,-4.944,3.601
-0.992,0.188,0.271,14.648,-3.723,0.610
-0.972,0.207,0.276,16.663,-1.160,-2.197
-0.946,0.234,0.304,17.151,2.380,-4.883
-0.932,0.263,0.335,15.076,6.348,-6.714
-0.914,0.284,0.340,10.498,9.644,-8.179
-0.383,0.728,2.111,178.040,135.620,-71.533
-0.390,0.857,2.368,167.297,122.925,-68.237
-0.427,0.909,2.592,156.067,106.262,-63.904
-0.520,0.971,2.732,140.076,86.609,-56.274
-0.651,1.089,2.761,120.239,68.237,-48.645
-0.769,1.179,2.721,97.168,53.345,-45.837
-0.825,1.216,2.594,68.909,40.588,-47.424
-0.887,1.202,2.395,37.598,26.550,-51.941
-0.908,1.200,2.170,9.949,21.484,-52.612
-0.912,1.176,1.938,-8.423,21.301,-49.622
-0.869,1.096,1.762,-19.897,23.804,-45.837
-0.836,1.027,1.621,-27.222,23.132,-40.466
-0.811,0.971,1.513,-30.884,19.043,-34.363
-0.797,0.910,1.433,-33.203,12.024,-26.855
-0.806,0.826,1.370,-34.485,4.456,-18.188
-0.834,0.714,1.321,-34.546,-1.953,-9.521
-0.862,0.613,1.299,-33.264,-6.775,-3.479
-0.903,0.514,1.279,-32.532,-11.047,1.343
-0.949,0.415,1.253,-33.936,-14.160,5.798
-0.992,0.312,1.221,-37.964,-16.602,9.094
-1.013,0.213,1.197,-42.664,-18.799,10.559
-1.045,0.119,1.184,-46.387,-20.935,11.719
-1.114,0.014,1.207,-46.753,-22.278,13.550
-1.234,-0.094,1.255,-43.823,-23.193,13.794
-1.383,-0.179,1.317,-39.307,-23.499,10.254
-1.527,-0.250,1.384,-36.255,-23.804,3.479
-1.653,-0.316,1.434,-36.926,-25.146,-5.859
-1.778,-0.376,1.461,-40.527,-27.405,-18.738
-1.876,-0.422,1.470,-44.556,-29.968,-36.133
-1.893,-0.431,1.459,-50.110,-35.522,-56.091
-1.882,-0.401,1.439,-54.199,-48.218,-74.707
-1.862,-0.377,1.384,-50.476,-68.848,-87.952
-1.797,-0.384,1.325,-38.513,-92.224,-95.215
-1.707,-0.365,1.269,-22.644,-115.967,-101.990
-1.617,-0.354,1.172,-14.465,-141.785,-110.718
-1.485,-0.350,1.046,-12.939,-158.630,-123.169
-1.366,-0.298,0.914,-17.639,-168.213,-138.794
-1.213,-0.231,0.768,-25.452,-169.189,-156.433
-1.045,-0.116,0.623,-33.997,-163.635,-173.828
-0.918,0.011,0.454,-39.917,-156.311,-186.340
-0.798,0.070,0.281,-39.734,-150.085,-192.322
-0.653,0.108,0.123,-35.339,-146.912,-194.824
-0.498,0.135,-0.030,-26.733,-146.118,-195.251
-0.340,0.149,-0.163,-15.076,-143.860,-194.885
-0.188,0.153,-0.255,-2.014,-137.573,-193.970
-0.057,0.153,-0.331,14.038,-129.333,-192.566
0.036,0.189,-0.392,32.227,-119.202,-190.491
0.065,0.240,-0.377,52.002,-108.276,-187.927
0.092,0.255,-0.294,71.411,-97.595,-183.655
0.193,0.262,-0.142,87.097,-85.693,-179.687
0.335,0.295,0.050,94.177,-73.608,-176.270
0.521,0.327,0.249,88.257,-59.387,-169.800
0.715,0.325,0.423,73.486,-40.588,-161.621
0.874,0.374,0.587,60.486,-19.165,-157.776
1.082,0.510,0.726,50.720,-1.099,-154.663
1.285,0.647,0.802,41.565,9.460,-146.301
1.384,0.732,0.814,36.316,12.146,-130.310
1.379,0.770,0.799,36.682,10.315,-108.643
1.399,0.791,0.804,39.001,8.179,-86.914
1.400,0.843,0.864,40.527,5.798,-69.397
1.340,0.902,0.959,38.513,5.737,-55.298
1.244,0.926,1.016,28.320,11.414,-41.809
1.133,0.910,0.996,10.315,20.081,-28.442
0.999,0.876,0.893,-9.399,24.963,-16.113
0.864,0.834,0.749,-26.062,23.193,-4.517
0.714,0.802,0.598,-34.790,16.052,7.202
0.550,0.760,0.481,-33.691,8.972,18.860
0.418,0.705,0.420,-25.696,5.310,29.175
0.320,0.651,0.425,-15.015,5.371,35.461
0.256,0.634,0.457,-7.385,8.362,37.537
0.240,0.632,0.489,-4.150,14.648,36.560
0.282,0.663,0.531,-3.052,23.193,34.851
0.342,0.732,0.631,-1.221,32.288,36.133
0.359,0.766,0.805,-0.488,39.001,43.152
0.348,0.732,0.924,-6.226,40.527,55.542
0.351,0.718,0.985,-17.090,36.987,68.787
0.289,0.777,1.005,-26.794,28.320,79.712
0.183,0.829,0.994,-35.278,19.775,87.341
0.092,0.832,0.935,-46.265,16.602,93.750
0.008,0.810,0.828,-60.059,17.761,100.525
-0.099,0.785,0.694,-72.693,21.484,106.628
-0.195,0.745,0.580,-81.970,27.771,110.535
-0.238,0.701,0.491,-87.952,35.583,111.511
-0.256,0.707,0.430,-89.722,42.786,110.779
-0.305,0.751,0.405,-86.060,49.011,109.985
-0.314,0.779,0.430,-78.003,54.504,110.535
-0.317,0.803,0.483,-68.604,55.725,113.342
-0.357,0.798,0.551,-59.570,53.833,118.835
-0.443,0.784,0.632,-53.955,49.988,124.878
-0.552,0.761,0.685,-54.626,45.715,129.211
-0.621,0.714,0.688,-64.636,41.382,131.775
-0.671,0.651,0.623,-82.947,38.696,132.446
-0.683,0.590,0.492,-104.858,39.551,129.822
-0.667,0.544,0.360,-123.230,44.556,124.573
-0.666,0.525,0.240,-134.583,52.429,119.812
-0.689,0.536,0.173,-135.559,62.561,117.676
-0.755,0.522,0.170,-124.329,72.083,117.493
-0.821,0.485,0.200,-109.680,78.003,119.507
-0.885,0.451,0.248,-96.741,78.613,121.399
-0.913,0.439,0.297,-88.196,74.524,121.460
-0.902,0.445,0.319,-87.158,67.017,121.399
-0.878,0.435,0.289,-93.445,59.509,121.155
-0.852,0.403,0.222,-104.065,55.603,119.568
-0.863,0.372,0.138,-114.014,55.603,117.126
-0.986,0.332,0.079,-118.042,58.350,116.516
-1.166,0.242,0.066,-107.483,63.599,119.995
-1.328,0.128,0.146,-82.886,70.190,123.657
-1.458,0.053,0.287,-53.162,73.608,120.728
-1.539,0.039,0.443,-28.931,76.843,110.718
-1.547,0.055,0.616,-16.785,81.299,97.534
-1.516,0.096,0.723,-22.522,83.069,83.435
-1.432,0.128,0.719,-42.114,79.529,69.214
-1.303,0.167,0.619,-64.880,72.021,54.993
-1.151,0.226,0.480,-81.543,63.477,43.152
-1.028,0.275,0.360,-88.440,55.115,35.461
-0.990,0.321,0.258,-84.778,46.692,34.485
-1.020,0.312,0.232,-66.467,39.673,40.222
-1.078,0.265,0.299,-36.682,33.142,47.546
-1.115,0.242,0.424,-7.629,24.963,50.781
-0.219,0.732,2.178,175.476,98.145,-81.360
-0.285,0.887,2.347,165.405,83.069,-77.148
-0.344,1.047,2.471,151.367,69.397,-73.486
-0.415,1.182,2.533,133.118,57.800,-71.289
-0.473,1.265,2.504,109.070,50.415,-69.275
-0.516,1.293,2.412,79.895,46.570,-66.650
-0.551,1.309,2.282,51.392,44.067,-64.331
-0.583,1.294,2.139,27.954,41.077,-61.462
-0.597,1.266,2.005,11.047,36.316,-58.167
-0.610,1.223,1.869,-0.549,29.236,-53.589
-0.613,1.180,1.736,-8.301,20.752,-47.058
-0.620,1.131,1.616,-13.794,12.451,-39.429
-0.633,1.067,1.515,-18.250,4.944,-31.799
-0.645,1.011,1.415,-22.766,-1.465,-24.780
-0.663,0.939,1.316,-27.161,-5.493,-17.334
-0.680,0.872,1.234,-29.968,-8.301,-10.742
-0.694,0.809,1.164,-31.067,-9.888,-5.371
-0.701,0.737,1.128,-32.043,-10.742,-0.061
-0.710,0.674,1.121,-32.654,-11.353,5.981
-0.709,0.627,1.142,-31.921,-11.597,11.292
-0.711,0.594,1.177,-32.288,-12.085,16.357
-0.729,0.545,1.220,-34.790,-13.489,21.790
-0.747,0.493,1.263,-37.659,-16.418,27.100
-0.767,0.446,1.284,-39.917,-22.034,31.372
-0.787,0.393,1.286,-41.626,-29.663,35.461
-0.831,0.332,1.274,-41.626,-38.391,40.466
-0.920,0.268,1.254,-39.734,-47.180,46.387
-1.047,0.201,1.250,-35.400,-55.237,51.392
-1.212,0.116,1.268,-28.320,-61.951,55.542
-1.395,-0.003,1.297,-19.531,-66.895,57.556
-1.549,-0.125,1.338,-11.963,-70.007,53.040
-1.641,-0.210,1.370,-9.338,-72.021,40.344
