aX,aY,aZ,gX,gY,gZ
0.196,-0.463,-0.710,-303.406,-112.915,-350.464
0.187,-0.442,-0.620,-290.894,-103.882,-342.224
0.123,-0.435,-0.500,-279.907,-98.083,-331.909
-0.048,-0.481,-0.399,-269.653,-97.900,-323.425
-0.227,-0.520,-0.295,-268.738,-102.295,-316.345
-0.352,-0.555,-0.275,-278.198,-109.314,-307.434
-0.500,-0.584,-0.307,-289.795,-118.713,-296.387
-0.635,-0.544,-0.350,-296.082,-127.930,-286.804
-0.731,-0.425,-0.349,-295.471,-131.226,-278.503
-0.779,-0.305,-0.335,-283.386,-127.869,-265.015
-0.833,-0.178,-0.343,-256.714,-120.056,-244.995
-0.878,-0.103,-0.363,-219.421,-106.689,-218.933
-0.913,-0.089,-0.360,-173.828,-85.022,-190.674
-0.926,-0.126,-0.332,-124.939,-57.800,-164.551
-0.919,-0.222,-0.275,-79.773,-32.227,-144.714
-0.907,-0.340,-0.202,-47.546,-12.634,-131.226
-0.915,-0.419,-0.145,-30.762,-4.761,-122.803
-0.920,-0.479,-0.118,-27.954,-8.057,-115.662
-0.916,-0.485,-0.118,-35.583,-16.785,-105.530
-0.916,-0.488,-0.126,-47.058,-26.489,-91.431
-0.907,-0.506,-0.155,-57.251,-34.058,-75.012
-0.899,-0.521,-0.201,-61.462,-39.063,-60.547
-0.899,-0.526,-0.247,-58.105,-40.894,-50.964
-0.912,-0.526,-0.275,-46.631,-37.903,-45.410
-0.923,-0.532,-0.279,-28.931,-30.396,-40.588
-0.936,-0.563,-0.271,-8.606,-20.203,-34.973
-0.943,-0.623,-0.247,9.888,-11.108,-29.907
-0.937,-0.712,-0.201,22.583,-4.822,-26.550
-0.919,-0.799,-0.150,24.292,-1.221,-24.963
-0.908,-0.869,-0.120,15.198,-0.610,-23.315
-0.867,-0.909,-0.092,-2.380,0.061,-22.705
-0.843,-0.914,-0.033,-22.461,-4.578,-22.156
-0.870,-0.911,-0.048,-41.809,-8.911,-23.743
-0.833,-0.905,-0.051,-53.284,-10.498,-27.832
-0.813,-0.868,-0.048,-56.458,-13.733,-30.701
-0.842,-0.831,-0.050,-52.124,-15.564,-31.433
-0.858,-0.784,-0.053,-41.443,-14.282,-31.616
-0.855,-0.777,-0.041,-27.222,-10.681,-29.297
-0.827,-0.798,-0.007,-12.451,-6.287,-24.841
-0.785,-0.838,0.029,0.183,-3.418,-21.179
-0.749,-0.873,0.057,6.165,-3.479,-19.470
-0.724,-0.885,0.068,6.287,-6.165,-18.860
-0.715,-0.877,0.062,1.587,-10.498,-18.616
-0.707,-0.849,0.053,-5.493,-15.869,-18.250
-0.697,-0.821,0.045,-13.184,-20.813,-17.761
-0.687,-0.790,0.037,-19.043,-24.780,-16.602
-0.680,-0.769,0.018,-22.339,-27.649,-15.625
-0.691,-0.748,-0.003,-21.790,-27.893,-15.381
-0.702,-0.724,-0.016,-17.273,-24.963,-15.320
-0.708,-0.711,-0.021,-10.132,-19.348,-14.465
-0.710,-0.711,-0.017,-2.747,-11.353,-11.353
-0.719,-0.722,0.005,4.333,-2.808,-6.531
-0.701,-0.756,0.052,9.399,5.249,-2.441
-0.658,-0.791,0.107,11.230,10.315,-0.610
-0.612,-0.813,0.150,7.996,9.644,-2.258
-0.587,-0.809,0.167,1.709,3.540,-5.859
-0.596,-0.781,0.156,-6.287,-5.005,-9.705
-0.625,-0.736,0.131,-12.512,-12.085,-12.146
-0.649,-0.696,0.104,-16.174,-16.541,-12.146
-0.660,-0.670,0.077,-16.785,-17.761,-10.559
-0.673,-0.650,0.054,-14.221,-16.235,-7.690
-0.687,-0.632,0.033,-9.521,-12.329,-4.883
-0.698,-0.635,0.023,-4.028,-6.653,-1.465
-0.703,-0.652,0.024,1.953,0.793,3.235
-0.687,-0.671,0.048,7.263,8.850,6.958
-0.659,-0.729,0.102,11.292,14.648,8.301
-0.622,-0.791,0.154,12.329,16.235,6.165
-0.615,-0.818,0.180,6.958,12.939,1.404
-0.630,-0.805,0.182,-1.648,7.202,-3.418
-0.655,-0.780,0.169,-9.705,1.770,-5.432
-0.670,-0.763,0.153,-16.052,-1.831,-5.493
-0.673,-0.758,0.137,-19.348,-3.296,-4.578
-0.679,-0.759,0.125,-19.653,-2.869,-3.723
-0.688,-0.755,0.116,-17.273,-1.160,-2.747
-0.691,-0.751,0.107,-12.756,1.648,-2.136
-0.695,-0.758,0.111,-7.751,6.104,-0.793
-0.684,-0.790,0.137,-2.136,10.620,0.061
-0.660,-0.815,0.175,2.747,12.573,-2.075
-0.768,-1.040,-0.790,304.016,15.198,277.344
-0.712,-0.984,-0.820,265.747,15.686,243.530
-0.645,-0.813,-0.785,229.919,16.724,213.745
-0.622,-0.680,-0.707,196.899,16.602,197.449
-0.671,-0.571,-0.657,170.410,16.418,193.298
-0.697,-0.504,-0.606,163.086,14.893,192.383
-0.639,-0.409,-0.562,178.223,9.155,192.932
-0.508,-0.271,-0.537,207.336,-0.977,195.618
-0.348,-0.154,-0.525,232.788,-15.076,203.369
-0.239,-0.117,-0.570,242.981,-32.654,216.858
-0.165,-0.125,-0.644,242.920,-48.096,230.835
-0.096,-0.104,-0.717,238.586,-59.814,239.868
-0.019,-0.226,-0.878,229.614,-68.848,241.882
-0.055,-0.318,-1.013,215.698,-68.726,231.628
-0.005,-0.288,-1.022,196.045,-58.716,205.505
0.140,-0.132,-0.952,169.556,-42.297,168.152
0.317,0.028,-0.867,142.395,-26.733,130.066
0.421,0.225,-0.742,124.817,-18.799,99.670
0.528,0.457,-0.578,117.493,-19.409,81.909
0.709,0.665,-0.453,115.845,-27.771,76.782
0.905,0.871,-0.428,114.075,-44.739,83.435
1.046,0.952,-0.537,113.342,-68.115,99.304
1.076,0.982,-0.783,121.033,-88.440,123.657
1.129,1.000,-0.979,136.108,-90.210,147.827
1.208,0.832,-1.111,148.560,-73.486,166.626
1.236,0.634,-1.152,154.968,-47.180,173.462
1.277,0.498,-1.103,156.128,-22.217,164.124
1.304,0.405,-0.984,147.583,-5.676,142.395
1.355,0.330,-0.841,129.456,-0.427,114.441
1.354,0.258,-0.715,107.727,-3.906,85.266
1.294,0.222,-0.534,88.989,-14.160,55.481
1.258,0.279,-0.421,71.594,-31.677,26.855
1.394,0.494,-0.512,46.753,-54.199,14.954
1.427,0.475,-0.745,7.263,-74.707,37.659
1.161,0.263,-0.980,-37.903,-75.378,78.857
0.956,0.021,-1.106,-58.594,-51.941,103.088
0.852,-0.156,-1.008,-45.898,-16.357,98.999
0.903,-0.296,-0.807,-18.372,18.188,76.111
1.029,-0.375,-0.680,2.625,37.964,44.922
1.052,-0.393,-0.616,3.784,41.809,14.954
1.013,-0.335,-0.591,-16.052,32.288,-11.536
0.963,-0.223,-0.618,-50.903,17.212,-35.522
0.894,-0.121,-0.695,-86.914,-1.465,-58.105
0.824,-0.017,-0.760,-115.540,-20.203,-77.576
0.787,0.093,-0.859,-135.254,-33.569,-89.905
0.823,0.185,-0.982,-142.029,-38.635,-97.229
0.854,0.195,-1.077,-133.728,-35.278,-99.426
0.929,0.154,-1.128,-113.892,-23.315,-98.816
1.018,0.067,-1.118,-87.891,-7.263,-98.999
1.101,-0.086,-1.091,-65.613,8.911,-104.126
1.208,-0.202,-1.029,-53.284,22.827,-118.225
1.312,-0.268,-0.984,-56.335,34.424,-141.357
1.392,-0.302,-0.913,-75.745,40.161,-171.265
1.460,-0.262,-0.854,-113.525,40.344,-201.843
1.551,-0.204,-0.805,-162.048,32.471,-226.440
1.609,-0.174,-0.824,-210.022,15.564,-244.202
1.580,-0.154,-0.837,-249.268,-7.385,-256.287
1.531,-0.157,-0.865,-277.161,-28.748,-267.395
1.470,-0.231,-0.901,-294.067,-42.664,-280.212
1.367,-0.316,-0.907,-305.115,-57.983,-298.950
1.217,-0.336,-0.907,-319.397,-71.411,-322.083
1.009,-0.259,-0.903,-340.088,-80.688,-342.285
0.838,-0.215,-0.894,-356.445,-91.309,-353.577
0.698,-0.255,-0.861,-360.779,-102.600,-351.807
0.673,-0.348,-0.762,-351.990,-112.305,-346.985
0.674,-0.480,-0.675,-339.050,-120.300,-342.346
0.624,-0.577,-0.644,-328.430,-131.042,-342.651
0.599,-0.671,-0.651,-320.923,-145.020,-350.647
0.561,-0.683,-0.716,-315.796,-151.794,-363.098
0.451,-0.579,-0.753,-308.350,-150.024,-378.113
0.313,-0.446,-0.724,-289.368,-145.569,-392.700
0.120,-0.397,-0.676,-262.268,-144.348,-399.658
-0.088,-0.363,-0.671,-234.253,-149.231,-392.029
-0.249,-0.341,-0.648,-207.764,-155.884,-376.160
-0.363,-0.330,-0.627,-184.204,-158.813,-357.666
-0.454,-0.369,-0.587,-170.471,-156.006,-337.036
-0.532,-0.354,-0.565,-168.274,-148.437,-317.993
-0.635,-0.245,-0.553,-176.331,-140.259,-301.697
-0.736,-0.091,-0.568,-187.927,-131.409,-284.424
-0.806,0.019,-0.581,-192.017,-118.347,-263.306
-0.871,0.039,-0.585,-183.350,-101.990,-240.112
-0.968,-0.014,-0.613,-166.016,-90.149,-218.872
-1.107,-0.071,-0.635,-146.973,-83.313,-199.646
-1.217,-0.114,-0.663,-128.479,-74.036,-179.382
-1.294,-0.142,-0.674,-107.361,-57.617,-156.677
-1.313,-0.186,-0.648,-83.130,-38.574,-134.521
-1.276,-0.260,-0.585,-60.730,-18.250,-114.197
-1.153,-0.366,-0.514,-43.091,-0.793,-98.938
-1.056,-0.449,-0.446,-33.203,8.789,-93.201
-1.034,-0.496,-0.389,-35.522,10.925,-91.125
-1.038,-0.470,-0.356,-47.241,10.803,-85.449
-1.061,-0.444,-0.325,-63.049,10.681,-75.928
-1.057,-0.438,-0.290,-74.280,9.766,-63.843
-1.048,-0.440,-0.251,-75.562,7.751,-51.086
-1.031,-0.468,-0.205,-65.002,4.761,-39.856
-0.997,-0.502,-0.156,-43.945,1.709,-31.860
-0.980,-0.526,-0.137,-18.860,-1.282,-24.048
-0.972,-0.574,-0.140,4.944,-2.441,-16.357
-0.961,-0.623,-0.145,25.818,-0.610,-9.399
-0.950,-0.680,-0.138,41.931,3.662,-4.272
-0.927,-0.760,-0.117,50.781,8.728,-1.404
-0.899,-0.849,-0.086,48.523,13.000,-0.427
-0.854,-0.897,-0.056,33.081,13.855,-2.441
-0.812,-0.900,-0.032,8.118,11.047,-5.310
-0.797,-0.887,-0.008,-16.968,4.700,-9.338
-0.800,-0.855,0.013,-37.048,-1.953,-13.733
-0.782,-0.809,0.039,-48.767,-6.958,-16.418
-0.751,-0.773,0.063,-52.063,-11.902,-16.296
-0.714,-0.766,0.075,-47.363,-17.517,-14.648
-0.727,-0.739,0.065,-37.170,-21.912,-11.536
-0.741,-0.720,0.047,-23.682,-22.217,-8.545
-0.746,-0.722,0.034,-9.338,-18.250,-6.531
-0.749,-0.728,0.036,3.357,-12.024,-5.371
-0.747,-0.720,0.042,11.719,-6.409,-4.822
-0.733,-0.700,0.045,16.846,-3.235,-4.761
-0.728,-0.708,0.055,20.752,-2.197,-4.517
-0.722,-0.716,0.054,21.606,-2.502,-4.150
-0.724,-0.706,0.048,17.395,-3.418,-3.357
-0.723,-0.692,0.033,11.108,-5.188,-2.197
